Code,CustomerCode,
CMX1AP01,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('CMX1AP01', 'COMCAST')"
CMX1AP02,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('CMX1AP02', 'COMCAST')"
CMX1AP03,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('CMX1AP03', 'COMCAST')"
CMX1AP04,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('CMX1AP04', 'COMCAST')"
CMX1AP05,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('CMX1AP05', 'COMCAST')"
CMX1AP06,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('CMX1AP06', 'COMCAST')"
CMX1AP07,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('CMX1AP07', 'COMCAST')"
CMX1AP08,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('CMX1AP08', 'COMCAST')"
CMX1AP09,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('CMX1AP09', 'COMCAST')"
CMX1AP10,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('CMX1AP10', 'COMCAST')"
CMX1AP11,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('CMX1AP11', 'COMCAST')"
CMX1AP12,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('CMX1AP12', 'COMCAST')"
CMX1AP13,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('CMX1AP13', 'COMCAST')"
CMXPTSP1,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('CMXPTSP1', 'COMCAST')"
CMXW4HW1,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('CMXW4HW1', 'COMCAST')"
CMXW4HW2,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('CMXW4HW2', 'COMCAST')"
CNHTELAS,CNHMST,"insert into dbo.Projects([Code], [CustomerCode]) values('CNHTELAS', 'CNHMST')"
COMBFSZ1,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('COMBFSZ1', 'COMCAST')"
COMBFSZ2,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('COMBFSZ2', 'COMCAST')"
COMBUFST,COMCAST,"insert into dbo.Projects([Code], [CustomerCode]) values('COMBUFST', 'COMCAST')"
CRDMBDSP,CRDM,"insert into dbo.Projects([Code], [CustomerCode]) values('CRDMBDSP', 'CRDM')"
CRDMBDST,CRDM,"insert into dbo.Projects([Code], [CustomerCode]) values('CRDMBDST', 'CRDM')"
CRDMBSSZ,CRDM,"insert into dbo.Projects([Code], [CustomerCode]) values('CRDMBSSZ', 'CRDM')"
CRDMPTST,CRDM,"insert into dbo.Projects([Code], [CustomerCode]) values('CRDMPTST', 'CRDM')"
CRDMSENG,CRDM,"insert into dbo.Projects([Code], [CustomerCode]) values('CRDMSENG', 'CRDM')"
CSAIMEG1,SCHW,"insert into dbo.Projects([Code], [CustomerCode]) values('CSAIMEG1', 'SCHW')"
CSASFGSP,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSASFGSP', 'CISCO')"
CSASGACI,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSASGACI', 'CISCO')"
CSBOSLA3,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSBOSLA3', 'CISCO')"
CSCBLBUF,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSCBLBUF', 'CISCO')"
CSCENGD2,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSCENGD2', 'CISCO')"
CSCENGD3,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSCENGD3', 'CISCO')"
CSCENGDV,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSCENGDV', 'CISCO')"
CSCIENPZ,SCHW,"insert into dbo.Projects([Code], [CustomerCode]) values('CSCIENPZ', 'SCHW')"
CSCIEVHP,SCHW,"insert into dbo.Projects([Code], [CustomerCode]) values('CSCIEVHP', 'SCHW')"
CSCIEVPZ,SCHW,"insert into dbo.Projects([Code], [CustomerCode]) values('CSCIEVPZ', 'SCHW')"
CSCLMENG,SCHW,"insert into dbo.Projects([Code], [CustomerCode]) values('CSCLMENG', 'SCHW')"
CSCOCIU9,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSCOCIU9', 'CISCO')"
CSCSGDTB,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSCSGDTB', 'CISCO')"
CSCSGTF1,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSCSGTF1', 'CISCO')"
CSCSTMOB,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSCSTMOB', 'CISCO')"
CSCV3PDD,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSCV3PDD', 'CISCO')"
CSCVATCZ,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSCVATCZ', 'CISCO')"
CSDCCUIC,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSDCCUIC', 'CISCO')"
CSDCUIC2,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSDCUIC2', 'CISCO')"
CSECDLVY,CORESEC,"insert into dbo.Projects([Code], [CustomerCode]) values('CSECDLVY', 'CORESEC')"
CSEDGEST,SCHW,"insert into dbo.Projects([Code], [CustomerCode]) values('CSEDGEST', 'SCHW')"
CSEDGESZ,SCHW,"insert into dbo.Projects([Code], [CustomerCode]) values('CSEDGESZ', 'SCHW')"
CSENGQA1,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSENGQA1', 'CISCO')"
CSENGQA2,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSENGQA2', 'CISCO')"
CSFPJPPS,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSFPJPPS', 'CISCO')"
CSHEROQ3,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSHEROQ3', 'CISCO')"
CSMC1TRG,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('CSMC1TRG', 'INFOSYS')"
CSMC2TRG,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('CSMC2TRG', 'INFOSYS')"
CSMITGDV,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSMITGDV', 'CISCO')"
CSNSAAAD,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSNSAAAD', 'CISCO')"
CSNSIPD,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSNSIPD', 'CISCO')"
CSNSOSD,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSNSOSD', 'CISCO')"
CSNSOSXR,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSNSOSXR', 'CISCO')"
CSNSXRT,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSNSXRT', 'CISCO')"
CSPCRFIR,CISCOIN,"insert into dbo.Projects([Code], [CustomerCode]) values('CSPCRFIR', 'CISCOIN')"
CSPROTFP,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSPROTFP', 'CISCO')"
CSSHLTRG,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('CSSHLTRG', 'INFOSYS')"
CSSMCQAI,CISCOIN,"insert into dbo.Projects([Code], [CustomerCode]) values('CSSMCQAI', 'CISCOIN')"
CSSNTDV2,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSSNTDV2', 'CISCO')"
CSSNTDVI,CISCOIN,"insert into dbo.Projects([Code], [CustomerCode]) values('CSSNTDVI', 'CISCOIN')"
CSSNTDZ3,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSSNTDZ3', 'CISCO')"
CSSOENDM,SCHW,"insert into dbo.Projects([Code], [CustomerCode]) values('CSSOENDM', 'SCHW')"
CSSPNGDV,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSSPNGDV', 'CISCO')"
CSSRTGT1,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSSRTGT1', 'CISCO')"
CSSTIPSA,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSSTIPSA', 'CISCO')"
CSSUEQAI,CISCOIN,"insert into dbo.Projects([Code], [CustomerCode]) values('CSSUEQAI', 'CISCOIN')"
CSSVDCN6,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSSVDCN6', 'CISCO')"
CSSVN3K1,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSSVN3K1', 'CISCO')"
CSTMCABL,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSTMCABL', 'CISCO')"
CSTRBLT1,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSTRBLT1', 'CISCO')"
CSVFPCP0,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSVFPCP0', 'CISCO')"
CSVFPIM0,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSVFPIM0', 'CISCO')"
CSVFPPL0,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSVFPPL0', 'CISCO')"
CSVFPWA0,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSVFPWA0', 'CISCO')"
CSVPRMRS,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSVPRMRS', 'CISCO')"
CSVRSCER,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSVRSCER', 'CISCO')"
CSVRSCP0,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSVRSCP0', 'CISCO')"
CSVRSDOD,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSVRSDOD', 'CISCO')"
CSVRSPL0,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSVRSPL0', 'CISCO')"
CSVRSQA0,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSVRSQA0', 'CISCO')"
CSVRSWA0,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSVRSWA0', 'CISCO')"
CSVTDCAT,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSVTDCAT', 'CISCO')"
CSVTMCF0,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSVTMCF0', 'CISCO')"
CSVTUMTM,CISCO,"insert into dbo.Projects([Code], [CustomerCode]) values('CSVTUMTM', 'CISCO')"
CSWSMCAZ,SCHW,"insert into dbo.Projects([Code], [CustomerCode]) values('CSWSMCAZ', 'SCHW')"
CSWSMCSE,SCHW,"insert into dbo.Projects([Code], [CustomerCode]) values('CSWSMCSE', 'SCHW')"
CTMESEZ1,CTING,"insert into dbo.Projects([Code], [CustomerCode]) values('CTMESEZ1', 'CTING')"
CTMESTP1,CTING,"insert into dbo.Projects([Code], [CustomerCode]) values('CTMESTP1', 'CTING')"
CTZADFZ2,RBSCTZ,"insert into dbo.Projects([Code], [CustomerCode]) values('CTZADFZ2', 'RBSCTZ')"
CTZADFZ3,RBSCTZ,"insert into dbo.Projects([Code], [CustomerCode]) values('CTZADFZ3', 'RBSCTZ')"
CTZADFZ5,RBSCTZ,"insert into dbo.Projects([Code], [CustomerCode]) values('CTZADFZ5', 'RBSCTZ')"
CTZAOSG1,RBSCTZ,"insert into dbo.Projects([Code], [CustomerCode]) values('CTZAOSG1', 'RBSCTZ')"
CTZAOSG2,RBSCTZ,"insert into dbo.Projects([Code], [CustomerCode]) values('CTZAOSG2', 'RBSCTZ')"
CTZAOSG3,RBSCTZ,"insert into dbo.Projects([Code], [CustomerCode]) values('CTZAOSG3', 'RBSCTZ')"
CVCDCHSZ,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('CVCDCHSZ', 'CVSP')"
CVCDRMCZ,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('CVCDRMCZ', 'CVSP')"
CVCDRMHP,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('CVCDRMHP', 'CVSP')"
CVCDRMTZ,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('CVCDRMTZ', 'CVSP')"
CVEPSPST,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('CVEPSPST', 'CVSP')"
CVEPSPSZ,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('CVEPSPSZ', 'CVSP')"
CVISCHSZ,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('CVISCHSZ', 'CVSP')"
CVISPNSZ,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('CVISPNSZ', 'CVSP')"
CVISVMC2,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('CVISVMC2', 'CVSP')"
CVISVSTP,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('CVISVSTP', 'CVSP')"
CVMSENST,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('CVMSENST', 'CVSP')"
CVMSENSZ,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('CVMSENSZ', 'CVSP')"
CVPNBFSZ,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('CVPNBFSZ', 'CVSP')"
CVS15ISV,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('CVS15ISV', 'CVSP')"
CVS15MC1,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('CVS15MC1', 'CVSP')"
CVS15MC2,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('CVS15MC2', 'CVSP')"
CVS15STP,CVSP,"insert into dbo.Projects([Code], [CustomerCode]) values('CVS15STP', 'CVSP')"
CXENQ3ST,COX1000,"insert into dbo.Projects([Code], [CustomerCode]) values('CXENQ3ST', 'COX1000')"
CXENQ3SZ,COX1000,"insert into dbo.Projects([Code], [CustomerCode]) values('CXENQ3SZ', 'COX1000')"
DBBUFBDP,DEUTSH-E,"insert into dbo.Projects([Code], [CustomerCode]) values('DBBUFBDP', 'DEUTSH-E')"
DBBUFPNZ,CIBBPO1,"insert into dbo.Projects([Code], [CustomerCode]) values('DBBUFPNZ', 'CIBBPO1')"
DBMXEN51,DEUTCHBA,"insert into dbo.Projects([Code], [CustomerCode]) values('DBMXEN51', 'DEUTCHBA')"
DBOTCEGP,CIBBPO1,"insert into dbo.Projects([Code], [CustomerCode]) values('DBOTCEGP', 'CIBBPO1')"
DBOTREGP,CIBBPO1,"insert into dbo.Projects([Code], [CustomerCode]) values('DBOTREGP', 'CIBBPO1')"
DBOTREGZ,CIBBPO1,"insert into dbo.Projects([Code], [CustomerCode]) values('DBOTREGZ', 'CIBBPO1')"
DBSRE2BP,CIBBPO1,"insert into dbo.Projects([Code], [CustomerCode]) values('DBSRE2BP', 'CIBBPO1')"
DBWCIMSP,DBDINC,"insert into dbo.Projects([Code], [CustomerCode]) values('DBWCIMSP', 'DBDINC')"
DBWCIMSZ,DBDINC,"insert into dbo.Projects([Code], [CustomerCode]) values('DBWCIMSZ', 'DBDINC')"
DC45EBP1,DC HCFA,"insert into dbo.Projects([Code], [CustomerCode]) values('DC45EBP1', 'DC HCFA')"
DC45ECZ1,DC HCFA,"insert into dbo.Projects([Code], [CustomerCode]) values('DC45ECZ1', 'DC HCFA')"
DC45ECZ2,DC HCFA,"insert into dbo.Projects([Code], [CustomerCode]) values('DC45ECZ2', 'DC HCFA')"
DC45EPST,DC HCFA,"insert into dbo.Projects([Code], [CustomerCode]) values('DC45EPST', 'DC HCFA')"
DC59EPST,DC HCFA,"insert into dbo.Projects([Code], [CustomerCode]) values('DC59EPST', 'DC HCFA')"
DCB_PUNP,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('DCB_PUNP', 'INFOSYS')"
DCB_PUNZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('DCB_PUNZ', 'INFOSYS')"
DECKFLXP,DECKERS,"insert into dbo.Projects([Code], [CustomerCode]) values('DECKFLXP', 'DECKERS')"
DECPLMBF,POLO,"insert into dbo.Projects([Code], [CustomerCode]) values('DECPLMBF', 'POLO')"
DEGSSTP1,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DEGSSTP1', 'DIRECTV')"
DELWIFI4,MSA-DELL,"insert into dbo.Projects([Code], [CustomerCode]) values('DELWIFI4', 'MSA-DELL')"
DELWIST1,MSA-DELL,"insert into dbo.Projects([Code], [CustomerCode]) values('DELWIST1', 'MSA-DELL')"
DELWISZ1,MSA-DELL,"insert into dbo.Projects([Code], [CustomerCode]) values('DELWISZ1', 'MSA-DELL')"
DFMOBMT,DRIVEFC,"insert into dbo.Projects([Code], [CustomerCode]) values('DFMOBMT', 'DRIVEFC')"
DHLGCAS2,DHLGERM,"insert into dbo.Projects([Code], [CustomerCode]) values('DHLGCAS2', 'DHLGERM')"
DJIXCENG,DOWJONES,"insert into dbo.Projects([Code], [CustomerCode]) values('DJIXCENG', 'DOWJONES')"
DLE4CADS,DELPHI1,"insert into dbo.Projects([Code], [CustomerCode]) values('DLE4CADS', 'DELPHI1')"
DLINEMB,DELPIND,"insert into dbo.Projects([Code], [CustomerCode]) values('DLINEMB', 'DELPIND')"
DSGPOSUP,DICKS,"insert into dbo.Projects([Code], [CustomerCode]) values('DSGPOSUP', 'DICKS')"
DTAGTDM,T-MOBILE,"insert into dbo.Projects([Code], [CustomerCode]) values('DTAGTDM', 'T-MOBILE')"
DTEGSDV1,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTEGSDV1', 'DIRECTV')"
DTEGSMDA,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTEGSMDA', 'DIRECTV')"
DTEGSSTP,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTEGSSTP', 'DIRECTV')"
DTPFSTP3,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTPFSTP3', 'DIRECTV')"
DTVADNST,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVADNST', 'DIRECTV')"
DTVBBVOD,DTVLA,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVBBVOD', 'DTVLA')"
DTVBFBLR,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVBFBLR', 'DIRECTV')"
DTVCDNSZ,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVCDNSZ', 'DIRECTV')"
DTVCHDZ1,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVCHDZ1', 'DIRECTV')"
DTVCMSDV,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVCMSDV', 'DIRECTV')"
DTVCTIM2,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVCTIM2', 'DIRECTV')"
DTVCTIRP,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVCTIRP', 'DIRECTV')"
DTVCTIZ1,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVCTIZ1', 'DIRECTV')"
DTVDMACS,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVDMACS', 'DIRECTV')"
DTVECHDZ,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVECHDZ', 'DIRECTV')"
DTVECOM1,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVECOM1', 'DIRECTV')"
DTVECOM2,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVECOM2', 'DIRECTV')"
DTVEGSDV,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVEGSDV', 'DIRECTV')"
DTVENGTZ,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVENGTZ', 'DIRECTV')"
DTVJVSEZ,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVJVSEZ', 'DIRECTV')"
DTVOGENG,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVOGENG', 'DIRECTV')"
DTVPFTZ3,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVPFTZ3', 'DIRECTV')"
DTVPMTVZ,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVPMTVZ', 'DIRECTV')"
DTVPRFLA,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVPRFLA', 'DIRECTV')"
DTVSCRFP,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVSCRFP', 'DIRECTV')"
DTVSUBZ2,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVSUBZ2', 'DIRECTV')"
DTVSYCME,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVSYCME', 'DIRECTV')"
DTVSYMD2,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVSYMD2', 'DIRECTV')"
DTVSYMDA,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVSYMDA', 'DIRECTV')"
DTVSYSZ2,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DTVSYSZ2', 'DIRECTV')"
DVBFSEZ2,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DVBFSEZ2', 'DIRECTV')"
DVDRMDEV,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DVDRMDEV', 'DIRECTV')"
DVENNWEP,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DVENNWEP', 'DIRECTV')"
DVENPFLA,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DVENPFLA', 'DIRECTV')"
DVENPFT2,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DVENPFT2', 'DIRECTV')"
DVENSSQP,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DVENSSQP', 'DIRECTV')"
DVENSYEP,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DVENSYEP', 'DIRECTV')"
DVENSYEZ,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DVENSYEZ', 'DIRECTV')"
DVNSAMDA,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DVNSAMDA', 'DIRECTV')"
DVSUBSTP,DIRECTV,"insert into dbo.Projects([Code], [CustomerCode]) values('DVSUBSTP', 'DIRECTV')"
EASYN,EA,"insert into dbo.Projects([Code], [CustomerCode]) values('EASYN', 'EA')"
EASYNLT,EA,"insert into dbo.Projects([Code], [CustomerCode]) values('EASYNLT', 'EA')"
EDFLVCHZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('EDFLVCHZ', 'INFOSYS')"
EDFLVHYZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('EDFLVHYZ', 'INFOSYS')"
EDFLVMYZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('EDFLVMYZ', 'INFOSYS')"
EDFLVMZ1,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('EDFLVMZ1', 'INFOSYS')"
EDFLVMZ2,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('EDFLVMZ2', 'INFOSYS')"
EDFLVPUZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('EDFLVPUZ', 'INFOSYS')"
EDFLVSTP,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('EDFLVSTP', 'INFOSYS')"
EDFLVTVZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('EDFLVTVZ', 'INFOSYS')"
EDIAMENG,SCEDISON,"insert into dbo.Projects([Code], [CustomerCode]) values('EDIAMENG', 'SCEDISON')"
EDLPLMHY,EDLIFSCI,"insert into dbo.Projects([Code], [CustomerCode]) values('EDLPLMHY', 'EDLIFSCI')"
EDLPLMTE,EDLIFSCI,"insert into dbo.Projects([Code], [CustomerCode]) values('EDLPLMTE', 'EDLIFSCI')"
EGAEGSLT,INFY,"insert into dbo.Projects([Code], [CustomerCode]) values('EGAEGSLT', 'INFY')"
EGAEGSLZ,INFY,"insert into dbo.Projects([Code], [CustomerCode]) values('EGAEGSLZ', 'INFY')"
ELABSMAS,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ELABSMAS', 'INFOSYS')"
ELABSNPI,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ELABSNPI', 'INFOSYS')"
ELBMYSZ1,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ELBMYSZ1', 'INFOSYS')"
ELCBCPUN,ESTEELC,"insert into dbo.Projects([Code], [CustomerCode]) values('ELCBCPUN', 'ESTEELC')"
ELCBCPUP,ESTEELC,"insert into dbo.Projects([Code], [CustomerCode]) values('ELCBCPUP', 'ESTEELC')"
ELCBCPZ2,ESTEELC,"insert into dbo.Projects([Code], [CustomerCode]) values('ELCBCPZ2', 'ESTEELC')"
ELRDASPI,ESTEELC,"insert into dbo.Projects([Code], [CustomerCode]) values('ELRDASPI', 'ESTEELC')"
ELRDASPS,ESTEELC,"insert into dbo.Projects([Code], [CustomerCode]) values('ELRDASPS', 'ESTEELC')"
ELSPENPP,ELSESCI,"insert into dbo.Projects([Code], [CustomerCode]) values('ELSPENPP', 'ELSESCI')"
ELSPENPZ,ELSESCI,"insert into dbo.Projects([Code], [CustomerCode]) values('ELSPENPZ', 'ELSESCI')"
ELSPPSUP,ELSESCI,"insert into dbo.Projects([Code], [CustomerCode]) values('ELSPPSUP', 'ELSESCI')"
EMRCLTPM,EMRCLIMT,"insert into dbo.Projects([Code], [CustomerCode]) values('EMRCLTPM', 'EMRCLIMT')"
EMRCLTSZ,EMRCLIMT,"insert into dbo.Projects([Code], [CustomerCode]) values('EMRCLTSZ', 'EMRCLIMT')"
EMRGTCST,EMERSON,"insert into dbo.Projects([Code], [CustomerCode]) values('EMRGTCST', 'EMERSON')"
EMRWR3SZ,EMRCLIMT,"insert into dbo.Projects([Code], [CustomerCode]) values('EMRWR3SZ', 'EMRCLIMT')"
EMSUIONS,AVOCENT,"insert into dbo.Projects([Code], [CustomerCode]) values('EMSUIONS', 'AVOCENT')"
EMSUISEZ,AVOCENT,"insert into dbo.Projects([Code], [CustomerCode]) values('EMSUISEZ', 'AVOCENT')"
ENALYBUF,GMACFS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENALYBUF', 'GMACFS')"
ENCENEST,ENBRIDGE,"insert into dbo.Projects([Code], [CustomerCode]) values('ENCENEST', 'ENBRIDGE')"
ENELABBS,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENELABBS', 'INFOSYS')"
ENELABCZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENELABCZ', 'INFOSYS')"
ENGAEGOH,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGAEGOH', 'INFOSYS')"
ENGANS03,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGANS03', 'INFOSYS')"
ENGBBRES,BOMBARD,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGBBRES', 'BOMBARD')"
