Course Code,Course Title,Track Name,Department Code,Status,Insert Query
ITLPED0351,DAY 3 ? Backend Customization (Scripting,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0351','DAY 3 ? Backend Customization (Scripting')"
ITLPED0352,DAY 4 ? Backend Customization (Scripting,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0352','DAY 4 ? Backend Customization (Scripting')"
ITLPED0353,Oracle Stored Procedure using spbx4001_ITLPED0353,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0353','Oracle Stored Procedure using spbx4001_ITLPED0353')"
ITLPED0354,DAY 6 ? Maha Report Template (MRT),ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0354','DAY 6 ? Maha Report Template (MRT)')"
ITLPED0355,DAY 7 ? iReport and Jasper,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0355','DAY 7 ? iReport and Jasper')"
ITLPED0356,DAY 8? Custom Workbench and mock project,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0356','DAY 8? Custom Workbench and mock project')"
ITLPED0357,DAY 9? Project contd?,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0357','DAY 9? Project contd?')"
ITLPED0358,DAY 10 ? Project contd?,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0358','DAY 10 ? Project contd?')"
ITLPED0359,Session on Tachy Device Settings,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0359','Session on Tachy Device Settings')"
ITLPED0360,Intraoduction to Diameter,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0360','Intraoduction to Diameter')"
ITLPED0361,"Wireless concepts & Evolution2G,2.5G,3G",ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0361','Wireless concepts & Evolution2G,2.5G,3G')"
ITLPED0362,TCL_ITLPED0362,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0362','TCL_ITLPED0362')"
ITLPED0363,RTOS/QNX training,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0363','RTOS/QNX training')"
ITLPED0364,HP PI Tool training,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0364','HP PI Tool training')"
ITLPED0366,OSS/BSS,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0366','OSS/BSS')"
ITLPED0367,Service Assurance,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0367','Service Assurance')"
ITLPED0368,SNMP,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0368','SNMP')"
ITLPED0369,Multimedia_ITLPED0369,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0369','Multimedia_ITLPED0369')"
ITLPED0370,CDN/CMS,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0370','CDN/CMS')"
ITLPED0371,"Devices-Home Gateway,Automation,security",ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0371','Devices-Home Gateway,Automation,security')"
ITLPED0372,IPTV,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0372','IPTV')"
ITLPED0373,Firmware integration,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0373','Firmware integration')"
ITLPED0374,Introduction to Data Migration,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0374','Introduction to Data Migration')"
ITLPED0375,Know Your Customer Session 1,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0375','Know Your Customer Session 1')"
ITLPED0376,Know Your Customer Session 2,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0376','Know Your Customer Session 2')"
ITLPED0377,Customer Processes Session 1,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0377','Customer Processes Session 1')"
ITLPED0378,Customer Processes Session 2,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0378','Customer Processes Session 2')"
ITLPED0379,Customer Processes Session 3,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0379','Customer Processes Session 3')"
ITLPED0380,Infosys Processes Session 1,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0380','Infosys Processes Session 1')"
ITLPED0381,TIP - SLA Session 1,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0381','TIP - SLA Session 1')"
ITLPED0382,TIP - SLA Session 2,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0382','TIP - SLA Session 2')"
ITLPED0383,TIP - iTAM Session 1,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0383','TIP - iTAM Session 1')"
ITLPED0384,TIP - iTAM Session 2,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0384','TIP - iTAM Session 2')"
ITLPED0385,Overview of Vantive Replace releaseITAM,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0385','Overview of Vantive Replace releaseITAM')"
ITLPED0386,Basics of DataMigration to ITAM fr CVSpr,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0386','Basics of DataMigration to ITAM fr CVSpr')"
ITLPED0387,Overview of Mercury QC for CVS ITAM Proj,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0387','Overview of Mercury QC for CVS ITAM Proj')"
ITLPED0388,Study of Defect life cycle and diffstage,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0388','Study of Defect life cycle and diffstage')"
ITLPED0389,How to upload test cases from excel toQC,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0389','How to upload test cases from excel toQC')"
ITLPED0390,Different phases in CVS ITAM project,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0390','Different phases in CVS ITAM project')"
ITLPED0391,Creating sys.testcases ref.the desi req.,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('ITLPED0391','Creating sys.testcases ref.the desi req.')"
ITLSRVSDESK,ITIL & Service Desk,IMS Academy,ETA,Active,
IVS - ST V1,IVS Static Testing v1,IVS Academy,ETA,Active,
IVS_UNX1,Introduction to Unix_IVS_UNX1,IVS Academy,ETA,Active,
IVS-ALM,IVS-ALM Training,IVS Academy,ETA,Active,
IVS-APC,IVS-Advanced Performance Center,IVS Academy,ETA,Active,
IVS-AS,IVS-IVS-ALM Sprinter,IVS Academy,ETA,Active,
IVS-BDTBC,Big Data Testing Boot Camp,IVS Academy,ETA,Active,
IVS-BIRC,IVS-BI reports using Cognos,IVS Academy,ETA,Active,
IVS-CAL,IVS-CA LISA,IVS Academy,ETA,Active,
IVS-DLC,IVS- Defect Life cycle,IVS Academy,ETA,Active,
IVS-DMT,IVS-Intro to Data Migration Testing,IVS Academy,ETA,Active,
IVS-DWTUI,IVS-DWT Bootcamp using Informatica,IVS Academy,ETA,Active,
IVS-FAT,IVS-File-Aid training,IVS Academy,ETA,Active,
IVS-HPALME,IVS-HP ALM 11.5 Essentials,IVS Academy,ETA,Active,
IVS-IBD,BigData,IVS Academy,ETA,Active,
IVS-IT,IVS-Infrastructure testing,IVS Academy,ETA,Active,
IVSITVB,Introduction to VB Script,IVS Academy,ETA,Active,
IVS-LWT,IVS-LISA Web 2.0 testing,IVS Academy,ETA,Active,
IVS-MSBI,IVS-BI Reports using MS-BI,IVS Academy,ETA,Active,
IVS-NPT,IVS-Neoload Performance Testing,IVS Academy,ETA,Active,
IVS-OERPT,IVS-Overview of ERP Testing,IVS Academy,ETA,Active,
IVS-PTBPC,IVS-Performance Testing Bootcamp usingPC,IVS Academy,ETA,Active,
IVS-PTVSTS,IVS-Performance Testing using VSTS,IVS Academy,ETA,Active,
IVS-RBT,IVS-Risk Based Testing Training,IVS Academy,ETA,Active,
IVS-SBT,IVS-SAP BI Training,IVS Academy,ETA,Active,
IVS-SFT,IVS-SAP FICO Testing,IVS Academy,ETA,Active,
IVS-SWD,IVS-Selenium - Web Driver,IVS Academy,ETA,Active,
IVS-TDMB,IVS-Test Data Management Bootcamp,IVS Academy,ETA,Active,
IVS-TDT v1_1,IVS-Test Design Techniques v1_1,IVS Academy,ETA,Active,
IVS-TEUM,TEUM,IVS Academy,ETA,Active,
IVS-TFv1_1,IVS-Test Fundamentals v1_1,IVS Academy,ETA,Active,
IVS-TM v1_1,IVS-Test Management v1_1,IVS Academy,ETA,Active,
IVS-TPE,IVS-TaaS Platform Enablement Training,IVS Academy,ETA,Active,
IVS-TS v1_1,Tool Support v1_1,IVS Academy,ETA,Active,
IVS-TSF,IVS-Talk Series for JL6 & 7 folks,IVS Academy,ETA,Active,
IVS-TSW,IVS-TeSteward,IVS Academy,ETA,Active,
IVS-TT v1_1,IVS-Testing Throughout the SLC v1_1,IVS Academy,ETA,Active,
IVS-UFTA,IVS- UFT Advanced,IVS Academy,ETA,Active,
IVS-UFTB,IVS- UFT Basics,IVS Academy,ETA,Active,
IVS-UFTBC,IVS-UFT Bootcamp,IVS Academy,ETA,Active,
IVSUT001,Usability testing,IVS Academy,ETA,Active,
IVS-WTUSOA,IVS-Webservice testing using SOAPUI,IVS Academy,ETA,Active,
IVS-WVCA,Webservice virtualization using CA-LISA,IVS Academy,ETA,Active,
LA014,VBA for Excel,Microsoft,ETA,Active,
LA09,"HTML, DHTML & Java Script",Markup & Scripting Languages,ETA,Active,
LA1002,VC++.Net programming,Microsoft,ETA,Active,
LA1013,Additional RPG/400 Programming,AS/400,ETA,Active,
LA1014,Java Programming on AS400,AS/400,ETA,Active,
LA1016,WPF Programming,Microsoft,ETA,Active,
LA1018,Programming in PL/I on Mainframe,Mainframe,ETA,Active,
LA1019,Intro. to High Level Assembler on MF,Mainframe,ETA,Active,
LA1022BI,"Data Integration, Transformation and Qua",Business Intelligence,ETA,Active,
LA1023BI,Enterprise Reporting_LA1023BI,Business Intelligence,ETA,Active,
LA1024,VBA for Access,Microsoft,ETA,Active,
LA1034,Introduction to JavaFX,Markup & Scripting Languages,ETA,Active,
LA1047,REXX - Tools Development Perspective,Mainframe,ETA,Active,
LA1048,XML for Mainframe Programmer,Mainframe,ETA,Active,
LA1051,XML Handling in AS400,AS/400,ETA,Active,
LA1052,QSHELL Programming,AS/400,ETA,Active,
LA1053,Additional ILE Concepts,AS/400,ETA,Active,
LA1056,Windows Powershell,Microsoft,ETA,Active,
LA1062,Data Structures using C++_LA1062,Open Systems,ETA,Active,
LA1075,Expression Blend,Microsoft,ETA,Active,
LA1079,Data Access programming using ADO.NET,Microsoft,ETA,Active,
LA109,Assembly Programming,Mainframe,ETA,Active,
LA1092,.Net Best Practices,Microsoft,ETA,Active,
LA1094,Pro *C,Open Systems,ETA,Active,
LA1095,Introduction to Unix_LA1095,Open Systems,ETA,Active,
LA1096,Introduction to Perl Scripting,Open Systems,ETA,Active,
LA1097,Advanced Perl Concepts,Open Systems,ETA,Active,
LA1100,Data Queues and Userspace,AS/400,ETA,Active,
LA1101,Pointers and APIs,AS/400,ETA,Active,
LA1102,Stored Procedures on System i,AS/400,ETA,Active,
LA1105,XPEDITOR,Mainframe,ETA,Active,
LA1106,Exception Handling in System i,AS/400,ETA,Active,
LA1107,Introduction to php,Open Systems,ETA,Active,
LA1108,Advanced PHP Concepts,Open Systems,ETA,Active,
LA1109,Advanced PL/SQL_LA1109,Open Systems,ETA,Active,
LA1110,REXX/400 Programming,AS/400,ETA,Active,
LA1111,COBOL/400 Programming,AS/400,ETA,Active,
LA1112,Additional COBOL/400 Programming,AS/400,ETA,Active,
LA1113,SYNON on System i,AS/400,ETA,Active,
LA1114,Advanced Job Scheduler,AS/400,ETA,Active,
LA1115,Secure Application Development in C++,Open Systems,ETA,Active,
LA1126,Advanced Python Concepts,Open Systems,ETA,Active,
LA1128,Introduction to Python_LA1128,Open Systems,ETA,Active,
LA1129,HTML 5 and CSS3,Mobility,ETA,Active,
LA1130,Dialog Tag Language,Mainframe,ETA,Active,
LA1138,Windows 8 Metro Apps,Microsoft,ETA,Active,
LA1142,Basic Assembler Programming on Z-OS,Mainframe,ETA,Active,
LA1144,PHP Appln. design using Zend Framework,Open Systems,ETA,Active,
LA1145,Adv. Concepts in UNIX Shell Scripting,Open Systems,ETA,Active,
LA1147,Websphere MQ for Java Programmers,Mainframe,ETA,Active,
LA115,Cobol/400,AS/400,ETA,Active,
LA1150,Python appln desn using Django Framework,Open Systems,ETA,Active,
LA1151,Overview of HTML 5,Microsoft,ETA,Active,
LA1160,Advanced Assembler programming on Z-OS,Mainframe,ETA,Active,
LA1163,Sencha Touch,Mobility,ETA,Active,
LA1171,Overview of File-AID/Batch,Mainframe,ETA,Active,
LA1172,Rational Developer for System z,Mainframe,ETA,Active,
LA1173,Introduction to TCL,Open Systems,ETA,Active,
LA1177,Content management system through Joomla,Open Systems,ETA,Active,
LA1180,Ext JS 3.0,Mobility,ETA,Active,
LA1186,Jasmine,Mobility,ETA,Active,
LA1187,Backbone.js,Mobility,ETA,Active,
LA1189,Require.js,Mobility,ETA,Active,
LA1190,Node.js,Mobility,ETA,Active,
LA1193,JBOSS Administration,Open Systems,ETA,Active,
LA1198,Introduction to CanJS Framework,Apple,ETA,Active,
LA1199,Introduction to Ext JS 4.x,Apple,ETA,Active,
LA1200,ILE RPG Overview,AS/400,ETA,Active,
LA1201,JavaScript and jQuery,Mobility,ETA,Active,
LA1210,Advanced PL/I Programming on Mainframe,Mainframe,ETA,Active,
LA1211,AngularJS,Mobility,ETA,Active,
LA1214,IBM Initiate MDM Overview,Cloud,ETA,Active,
LA1215,Getting started with Titanium,Mobility,ETA,Active,
LA1216,Web Application Development using PHP,Open Systems,ETA,Active,
LA130,Advanced JavaScript,Java,ETA,Active,
LA135,VB Script_LA135,Microsoft,ETA,Active,
LA49,Overview of COBOL,Mainframe,ETA,Active,
LA54,Advanced Programming in C++,Open Systems,ETA,Active,
LA71,RPG/400 Programming,AS/400,ETA,Active,
LA72,CL Programming,AS/400,ETA,Active,
LA75,Basic C++_LA75,Open Systems,ETA,Active,
LA76,COBOL Additional Programming Techniques,Mainframe,ETA,Active,
LA77,Subfile Techniques,AS/400,ETA,Active,
LA78,Exception Handling in RPG,AS/400,ETA,Active,
LA79,Free form RPG,AS/400,ETA,Active,
LA80,Overview of ILE,AS/400,ETA,Active,
MSVSTEST2010,MS Visual Studio 2010 Testing Boot Camp,IVS Academy,ETA,Active,
MVSTS,Microsoft VSTS Coded UI 2010/12,IVS Academy,ETA,Active,
NB TS,Networking Basics with Trouble shooting,IMS Academy,ETA,Active,
NW10,Software Maintenance,Mainframe,ETA,Active,
NW101,MOBL Pre-sales enablement Workshop,Mobility,ETA,Active,
NW103,Responsive Web Design,Mobility,ETA,Active,
NW104,IBM Worklight App Developer Program,Mobility,ETA,Active,
NW105,KonyOne App Development-Basic Program,Mobility,ETA,Active,
NW106,KonyOne App Development-Advanced Program,Mobility,ETA,Active,
NW107,Syclo Agentry,Mobility,ETA,Active,
NW108,Windows Store App Developer Program,Mobility,ETA,Active,
NW109,Windows Phone Apps: Testing & Deployment,Mobility,ETA,Active,
NW11,Journaling and Commitment Control,AS/400,ETA,Active,
NW110,IBM WebSphere Commerce V7 Customization,Mobility,ETA,Active,
NW13,Legacy modernization - Case studies,Mainframe,ETA,Active,
NW15,AS/400 Modernization,AS/400,ETA,Active,
NW40,Fundamentals of Networking,Open Systems,ETA,Active,
NW41,Network Security,Open Systems,ETA,Active,
NW42,Intro to mobile cross-platforms-PhoneGap,Mobility,ETA,Active,
NW45,Native Data handling in Android,Mobility,ETA,Active,
NW50,Testing and Packaging Android Apps,Mobility,ETA,Active,
NW52,Services and Telephony in Android,Mobility,ETA,Active,
NW56,UI in Android Apps,Mobility,ETA,Active,
NW57,Getting Started-Android Apps Development,Mobility,ETA,Active,
NW58,Mobile Web Developer- Basic Program,Mobility,ETA,Active,
NW60,Introduction to Mobility Testing,Mobility,ETA,Active,
NW64,Introduction to MobileIron,Mobility,ETA,Active,
NW72,Mobility - An Overview,Mobility,ETA,Active,
NW73,Android - An Overview,Mobility,ETA,Active,
NW74,Blackberry - An Overview,Mobility,ETA,Active,
NW75,Mobility Testing - An Overview,Mobility,ETA,Active,
NW76,Mobile Web - An Overview,Mobility,ETA,Active,
NW77,Mobile Cross Platforms - An Overview,Mobility,ETA,Active,
NW78,BlackBerry Apps Development - Deep Dive,Mobility,ETA,Active,
NW80,Microsoft Mobility - An Overview,Mobility,ETA,Active,
NW82,Titanium Mobile Development,Mobility,ETA,Active,
NW83,SAP SUP - An Overview,Mobility,ETA,Active,
NW86,Mobile Native Platforms - An Overview,Mobility,ETA,Active,
NW87,SAP SUP/iOS - Workflow apps,Mobility,ETA,Active,
NW88,DeviceAnywhere - An Overview,Mobility,ETA,Active,
NW89,Perfecto Mobile - An Overview,Mobility,ETA,Active,
NW90,SAP SUP/Android - Workflow apps,Mobility,ETA,Active,
NW91,Soasta - An Overview,Mobility,ETA,Active,
NW94,Network impact testing using WindTunnel,Mobility,ETA,Active,
NW95,Mobile Performance Testing-HP LoadRunner,Mobility,ETA,Active,
NW97,Android App Developer - Basic Program,Mobility,ETA,Active,
NW98,Windows Phone 8 App Developer Program,Mobility,ETA,Active,
NW99,Android App Developer - Advanced Program,Mobility,ETA,Active,
OBIEE11g,OBIEE 11g,CSI Academy,ETA,Active,
OFAATADF,Oracle Fusion Apps tech - ADF,CSI Academy,ETA,Active,
OFATO,Oracle Fusion Apps - Technical Overview,CSI Academy,ETA,Active,
OFHCM,Oracle Fusion HCM,CSI Academy,ETA,Active,
ORAFUSPRO,Oracle Fusion Procurement_ORAFUSPRO,CSI Academy,ETA,Active,
ORFUFINS,Oracle Fusion Financials_ORFUFINS,CSI Academy,ETA,Active,
ORFUPRU,Oracle Fusion Procurement_ORFUPRU,CSI Academy,ETA,Active,
OS01,Introduction to Mainframes,Mainframe,ETA,Active,
OS113,Resource Access Control Facility on Z/OS,Mainframe,ETA,Active,
OS114,VSAM Performance Tuning,Mainframe,ETA,Active,
OS129,Introduction to IBM Debug Tool for Z/OS,Mainframe,ETA,Active,
OS130,Host Environment Commands,Mainframe,ETA,Active,
OS131,ISPF Panel Coding,Mainframe,ETA,Active,
OS132,Distributed Messaging using WebsphereMQ7,Mainframe,ETA,Active,
OS139,UNIX Tools and Utilities,Open Systems,ETA,Active,
OS14,VSAM Programming Techniques,Mainframe,ETA,Active,
OS140,CA-7 on Mainframes,Mainframe,ETA,Active,
OS141,Introduction to SAS Programming,Mainframe,ETA,Active,
OS142,UNIX/LINUX Sys Administration Part 1,Open Systems,ETA,Active,
OS143,Unix Backup and Recovery,Open Systems,ETA,Active,
OS144,Intro to MF OS z/OS,Mainframe,ETA,Active,
OS145,Host Environment Commands on Z/OS,Mainframe,ETA,Active,
OS149,UNIX/LINUX System Administration Part-II,Open Systems,ETA,Active,
OS150,Overview of OMVS_OS150,Mainframe,ETA,Active,
OS163,Introduction to korn shell scripting,Open Systems,ETA,Active,
OS164,Network Communications in z/OS,Mainframe,ETA,Active,
OS176,PL/I Connectivity to Subsystems on Z/OS,Mainframe,ETA,Active,
OS177,VSAM Additional Dataset Mgmt Techniques,Mainframe,ETA,Active,
OS178,Advanced ISPF Panel Coding,Mainframe,ETA,Active,
OS180,RHEL Administration,Open Systems,ETA,Active,
OS184,IBM WAS Basics,Mainframe,ETA,Active,
OS186,"Intro to OSS , UNIX & Tools",Open Systems,ETA,Active,
OS190,On premise virtualization through RHEV,Open Systems,ETA,Active,
OS20,Clist Programming,Mainframe,ETA,Active,
OS46,JCL Fundamentals,Mainframe,ETA,Active,
OS54,Introduction to UNIX Shell Scripting,Open Systems,ETA,Active,
OS55,"Unix Systems Programming : File, Proces",Open Systems,ETA,Active,
OS59,REXX-TSO programming,Mainframe,ETA,Active,
OS63,UNIX Commands and Utilities,Open Systems,ETA,Active,
OS69,Iseries Navigator,AS/400,ETA,Active,
OS70,AS400 and DB2/400 Fundamentals,AS/400,ETA,Active,
OS73,Mainframe Security Architecture,Mainframe,ETA,Active,
OS82,UNIX - SED and AWK,Open Systems,ETA,Active,
OS83,Websphere MQ Fundamentals,Mainframe,ETA,Active,
OS84,CICS - Business Transaction Services,Mainframe,ETA,Active,
OS85,z/OS Fundamentals,Mainframe,ETA,Active,
OS86,JCL Advanced Features,Mainframe,ETA,Active,
OS87,AS400 Tuning,AS/400,ETA,Active,
OS90,Advanced REXX,Mainframe,ETA,Active,
OS91,Integrated File System,AS/400,ETA,Active,
OS98,Advanced MQ Concepts,Mainframe,ETA,Active,
OS99,Overview of Multi-core/Multi-threading,Open Systems,ETA,Active,
P200OM,"P200 Oracle Mfg BOM, WIP, COSTING",CSI Academy,ETA,Active,
P200-SAP-MM,P200 SAP MATERIAL MANAGEMENT TRAINING_P200-SAP-MM,CSI Academy,ETA,Active,
PEACAD001,Perl Scripting,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('PEACAD001','Perl Scripting')"
PED,Test_PED,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('PED','Test_PED')"
PEDC10,PE Network Architecture 301 PSES_PEDC10,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('PEDC10','PE Network Architecture 301 PSES_PEDC10')"
PEDC3,PE Network Voice 203 Certification,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('PEDC3','PE Network Voice 203 Certification')"
PEDC5,PE Datacom 201 Certification,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('PEDC5','PE Datacom 201 Certification')"
PEDC9,PE Programming 201 -TCL/TK,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('PEDC9','PE Programming 201 -TCL/TK')"
PEDPROJ002,iPhone Training,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('PEDPROJ002','iPhone Training')"
PEDPROJ003,Android Training,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('PEDPROJ003','Android Training')"
PI,"PROPEL, IMPEL - Australia",ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('PI','PROPEL, IMPEL - Australia')"
PICSA 815,Web Services Architecture 101,Architecture,ETA,Active,
PICSA105,Software Architecture: Principles,Architecture,ETA,Active,
PICSA106,Architecture QoS,Architecture,ETA,Active,
PICSA107,Database Systems and Data Modeling,Architecture,ETA,Active,
PICSA202,J2EE Architecture and Patterns,Architecture,ETA,Active,
PICSA203,.net Architecture and Patterns,Architecture,ETA,Active,
PICSA204,BPM Architecture,Architecture,ETA,Active,
PICSA205,Data Warehouse and BI,Architecture,ETA,Active,
PICSA205b,Data Mining,Architecture,ETA,Active,
PICSA205SI,Data Warehouse Architecture Concepts,Architecture,ETA,Active,
PICSA206,XML Technology and Architecture,Architecture,ETA,Active,
PICSA208,Component Based Architecture,Architecture,ETA,Active,
PICSA210,QOS assurance in J2EE Platform,Architecture,ETA,Active,
PICSA211,Architecting to leverage J2EE 5 Platform and Looking forward,Architecture,ETA,Active,
PICSA212,QOS assurance in .Net Platform,Architecture,ETA,Active,
PICSA213,Architecting to leverage .Net 3.5 and Looking forward .Net 4,Architecture,ETA,Active,
PICSA220,"SOA, ESB and BPM Overview",Architecture,ETA,Active,
PICSA230SI,Deployment Architecture 101 (SI),ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('PICSA230SI','Deployment Architecture 101 (SI)')"
PICSA301,Java EE Architecture and Frameworks,Architecture,ETA,Active,
PICSA304,Architecting using Web 2.0,Architecture,ETA,Active,
PICSA306,Rich Internet Applications,Architecture,ETA,Active,
PICSA406,Cloud Computing Architecture,Architecture,ETA,Active,
PICSA601,TOGAF 9 Foundation_PICSA601,Architecture,ETA,Active,
PICSA605,ESB/Integration Architecture,Architecture,ETA,Active,
PICSA606,ETL/Data Integration Architecture,Architecture,ETA,Active,
PICSA607,Master data and Meta data management,Architecture,ETA,Active,
PICSA609,Agile Development Methodology,Architecture,ETA,Active,
PICSA611,Big Data Architecture 101,Architecture,ETA,Active,
PICSA801,Application Architecture Definition - 4+1 View,Architecture,ETA,Active,
PICSA802,Architecture Evaluation / Assessment,Architecture,ETA,Active,
PICSA803,Mobile Platform Architecture,Architecture,ETA,Active,
PICSA805,Cloud Computing Architecture 101 A2A,Architecture,ETA,Active,
PICSA806,Application Architecture Methodology,Architecture,ETA,Active,
PICSA808,Security and Performance Assessment,Architecture,ETA,Active,
PICSA810,Web Services WS-*,Architecture,ETA,Active,
PICSA811,RESTFul Web Services Architecture,Architecture,ETA,Active,
PLES- Electr,PLES- Electricals @ Pune,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('PLES- Electr','PLES- Electricals @ Pune')"
PLES-AGILENT,AGILENT HIGH SPEED DIGITAL Workshop @BLR,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('PLES-AGILENT','AGILENT HIGH SPEED DIGITAL Workshop @BLR')"
PLESHTMTLTR1,PLES-CATIA V5 Sheet Metal,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('PLESHTMTLTR1','PLES-CATIA V5 Sheet Metal')"
PLESTRW,PLES-Technical Report Writing@Bangalore,ENG Academy,ETA,Active,"insert into dbo.Courses([Code],[Title]) values('PLESTRW','PLES-Technical Report Writing@Bangalore')"
PRJMF,Mainframe POST Project-LC,Mainframe,ETA,Active,
QSD30,PQM for COBOL,Mainframe,ETA,Active,
RDBMS,Relational Database Management System_RDBMS,IMS Academy,ETA,Active,
RETLCPG,RETL Basics of CPG Retailing,CSI Academy,ETA,Active,
RETLDI,RETL Introduction to Distribution Indust,CSI Academy,ETA,Active,
SAP SD Sales,SAP SD Sales Cycle,CSI Academy,ETA,Active,
SAP SRM,SAP SRM Course,CSI Academy,ETA,Active,
SAP Tech,SAP Teched 2010,CSI Academy,ETA,Active,
SAPABAPRP,SAP ABAP Report Programming,CSI Academy,ETA,Active,
SAPAPODP,SAP-APO-DP,CSI Academy,ETA,Active,
SAPCRMACONS,SAP CRM ACONS,CSI Academy,ETA,Active,
SAPFICO_COPA,SAPFICO COPA,CSI Academy,ETA,Active,
SAPHCM,"HCM tarining in PA,OM",CSI Academy,ETA,Active,
SAPISP300,SAP-Retail Scenario-P300 Certification,CSI Academy,ETA,Active,
SAP-PS,SAP PS 200_SAP-PS,CSI Academy,ETA,Active,
SAPWF,Introduction to SAP Workflows_SAPWF,CSI Academy,ETA,Active,
SCM_ORA_ASCP,SCM Oracle ASCP,CSI Academy,ETA,Active,
SE1022BI,MS BI Environment and MS Excel,Business Intelligence,ETA,Active,
SE1050,Configuration Management Tools on AS400,AS/400,ETA,Active,
SE1067,Introduction to Process Analysis,Business Analysis,ETA,Active,
SE1071,SOA in Mainframe Application,Mainframe,ETA,Active,
SE1072,Leveraging on Multicore and Multithreadi,Open Systems,ETA,Active,
SE1105,Mobile App Func Testing using Robotium,Mobility,ETA,Active,
SE1106,Mobile Func Testing using MonkeyTalk,Mobility,ETA,Active,
SE1109,7 qualities of extraordinary Software,Architecture,ETA,Active,
SE1123,ISTQB- Foundation Certification training,Mobility,ETA,Active,
SE1126,RFT for terminal based application,Mainframe,ETA,Active,
SE1135,Endevor,Mainframe,ETA,Active,
